0.0000 0.0000 5.0000 0.0000
2.6517 2.6517 3.5355 3.5355
5.3033 5.3033 3.5355 3.5355
7.9550 7.9550 3.5355 3.5355
10.6066 10.6066 3.5355 3.5355
13.2583 13.2583 3.5355 3.5355
15.9100 15.9100 3.5355 3.5355
18.5617 18.5617 3.5355 3.5355
21.2134 21.2134 3.5355 3.5355
23.8651 23.8651 3.5355 3.5355
26.5168 26.5168 3.5355 3.5355
29.1685 29.1685 3.5355 3.5355
31.8202 31.8202 3.5355 3.5355
34.4719 34.4719 3.5355 3.5355
36.6320 35.1016 2.8801 0.8396
39.2518 37.7847 3.4931 3.5775
41.8716 40.4678 3.4931 3.5775
44.4914 43.1509 3.4931 3.5775
47.1112 45.8340 3.4931 3.5775
49.7310 48.5171 3.4931 3.5775
52.3508 51.2002 3.4931 3.5775
54.9706 53.8833 3.4931 3.5775
57.5904 56.5664 3.4931 3.5775
59.7995 56.1395 2.9455 -0.5693
62.3333 58.9040 3.3784 3.6860
64.8671 61.6685 3.3784 3.6860
67.4009 64.4330 3.3784 3.6860
69.9347 67.1975 3.3784 3.6860
72.4685 69.9620 3.3784 3.6860
75.0023 72.7265 3.3784 3.6860
75.0000 74.9765 -0.0030 3.0000
77.6504 77.6294 3.5339 3.5372
80.3008 80.2823 3.5339 3.5372
82.9512 82.9352 3.5339 3.5372
85.6016 85.5881 3.5339 3.5372
88.2520 88.2410 3.5339 3.5372
90.9024 90.8939 3.5339 3.5372
93.5528 93.5468 3.5339 3.5372
96.2032 96.1997 3.5339 3.5372
98.8536 98.8526 3.5339 3.5372
99.3837 99.3832 0.7068 0.7074
99.9138 99.9137 0.7068 0.7074
